index,prediction,predicted_side,actual,correct,confidence,reliability,publish,entry,future
938,LONG,LONG,LONG,True,52.87,73.53,True,65699.9,65748.7
939,LONG,LONG,LONG,True,49.69,73.53,True,65669.4,65753.7
940,LONG,LONG,LONG,True,43.95,72.34,True,65643.4,65695.5
941,LONG,LONG,LONG,True,41.27,72.34,True,65607.9,65704.2
942,LONG,LONG,LONG,True,38.25,69.96,True,65633.9,65659.9
943,LONG,LONG,SHORT,False,37.59,69.96,True,65658.7,65633.3
944,LONG,LONG,SHORT,False,42.37,69.96,True,65690.0,65683.0
945,LONG,LONG,SHORT,False,44.53,72.34,True,65677.5,65659.0
946,LONG,LONG,SHORT,False,45.38,72.34,True,65684.6,65610.5
947,LONG,LONG,SHORT,False,50.93,72.34,True,65736.1,65594.1
948,LONG,LONG,SHORT,False,48.78,73.53,True,65710.1,65598.1
949,LONG,LONG,SHORT,False,52.49,73.53,True,65738.3,65553.1
950,LONG,LONG,SHORT,False,55.37,73.53,True,65748.7,65528.0
951,LONG,LONG,SHORT,False,58.84,73.53,True,65753.7,65530.1
952,LONG,LONG,SHORT,False,49.83,73.53,True,65695.5,65542.2
953,LONG,LONG,SHORT,False,48.05,73.53,True,65704.2,65525.4
954,LONG,LONG,SHORT,False,60.1,73.53,True,65659.9,65536.3
955,SHORT,SHORT,SHORT,True,34.52,69.96,True,65633.3,65461.8
956,SHORT,SHORT,SHORT,True,48.91,69.96,True,65683.0,65480.4
957,LONG,LONG,SHORT,False,36.21,69.96,True,65659.0,65400.1
958,SHORT,SHORT,SHORT,True,37.89,69.96,True,65610.5,65394.2
959,SHORT,SHORT,SHORT,True,39.41,69.96,True,65594.1,65392.9
960,SHORT,SHORT,SHORT,True,41.22,69.96,True,65598.1,65255.3
961,SHORT,SHORT,SHORT,True,45.78,69.96,True,65553.1,65139.6
962,SHORT,SHORT,SHORT,True,62.57,74.64,True,65528.0,65083.3
963,SHORT,SHORT,SHORT,True,60.57,74.64,True,65530.1,65120.1
964,SHORT,SHORT,SHORT,True,57.32,74.64,True,65542.2,65203.5
965,SHORT,SHORT,SHORT,True,60.94,74.64,True,65525.4,65138.0
966,SHORT,SHORT,SHORT,True,58.81,74.64,True,65536.3,65093.1
967,SHORT,SHORT,SHORT,True,63.14,74.64,True,65461.8,65000.0
968,SHORT,SHORT,SHORT,True,60.82,74.64,True,65480.4,65011.3
969,SHORT,SHORT,SHORT,True,63.17,74.64,True,65400.1,65009.4
970,SHORT,SHORT,SHORT,True,61.63,74.64,True,65394.2,65033.7
971,SHORT,SHORT,SHORT,True,60.76,74.64,True,65392.9,64995.6
972,SHORT,SHORT,SHORT,True,62.45,74.64,True,65255.3,65159.0
973,SHORT,SHORT,SHORT,True,65.97,74.64,True,65139.6,64980.6
974,SHORT,SHORT,SHORT,True,66.35,74.64,True,65083.3,65066.3
975,SHORT,SHORT,SHORT,True,63.86,74.64,True,65120.1,64948.4
976,SHORT,SHORT,SHORT,True,58.94,74.64,True,65203.5,65067.7
977,SHORT,SHORT,SHORT,True,60.5,74.64,True,65138.0,64858.6
978,SHORT,SHORT,SHORT,True,61.63,74.64,True,65093.1,64936.0
979,SHORT,SHORT,SHORT,True,66.66,74.64,True,65000.0,64887.3
980,SHORT,SHORT,LONG,False,66.24,74.64,True,65011.3,65032.0
981,SHORT,SHORT,LONG,False,66.16,74.64,True,65009.4,65067.0
982,SHORT,SHORT,LONG,False,63.17,74.64,True,65033.7,65110.6
983,SHORT,SHORT,LONG,False,64.56,74.64,True,64995.6,65127.2
984,SHORT,SHORT,SHORT,True,56.17,74.64,True,65159.0,65048.7
985,SHORT,SHORT,LONG,False,64.95,74.64,True,64980.6,65149.4
986,SHORT,SHORT,SHORT,True,60.8,74.64,True,65066.3,65006.1
987,SHORT,SHORT,SHORT,True,62.69,74.64,True,64948.4,64909.8
988,SHORT,SHORT,SHORT,True,55.49,74.64,True,65067.7,64838.3
989,SHORT,SHORT,LONG,False,61.89,74.64,True,64858.6,64884.6
990,SHORT,SHORT,SHORT,True,58.41,74.64,True,64936.0,64862.2
991,SHORT,SHORT,SHORT,True,59.71,74.64,True,64887.3,64800.1
992,SHORT,SHORT,SHORT,True,47.54,73.45,True,65032.0,64745.9
993,SHORT,SHORT,SHORT,True,39.65,69.28,True,65067.0,64858.4
994,SHORT,SHORT,SHORT,True,37.37,71.07,True,65110.6,64919.8
995,LONG,LONG,SHORT,False,56.04,74.64,True,65127.2,64844.0
996,LONG,LONG,SHORT,False,52.96,74.64,True,65048.7,64887.7
997,LONG,LONG,SHORT,False,34.84,71.07,True,65149.4,64929.8
998,SHORT,SHORT,SHORT,True,42.89,71.07,True,65006.1,64878.7
999,SHORT,SHORT,LONG,False,48.04,71.07,True,64909.8,64949.6
1000,SHORT,SHORT,LONG,False,55.75,73.45,True,64838.3,64937.6
1001,SHORT,SHORT,LONG,False,56.26,74.64,True,64884.6,64940.4
1002,SHORT,SHORT,SHORT,True,58.26,74.64,True,64862.2,64851.2
1003,SHORT,SHORT,LONG,False,63.58,74.64,True,64800.1,64816.6
1004,SHORT,SHORT,LONG,False,62.84,74.64,True,64745.9,64854.4
1005,SHORT,SHORT,SHORT,True,56.31,74.64,True,64858.4,64746.6
1006,SHORT,SHORT,SHORT,True,52.95,74.64,True,64919.8,64804.3
1007,SHORT,SHORT,SHORT,True,56.14,74.64,True,64844.0,64797.1
1008,SHORT,SHORT,SHORT,True,76.43,78.21,True,64887.7,64712.7
1009,SHORT,SHORT,SHORT,True,47.45,73.45,True,64929.8,64765.1
1010,SHORT,SHORT,SHORT,True,45.51,71.07,True,64878.7,64721.4
1011,SHORT,SHORT,SHORT,True,42.14,69.28,True,64949.6,64725.4
1012,SHORT,SHORT,SHORT,True,42.6,71.07,True,64937.6,64743.7
1013,SHORT,SHORT,SHORT,True,41.0,71.07,True,64940.4,64731.4
1014,SHORT,SHORT,SHORT,True,47.75,71.07,True,64851.2,64745.7
1015,SHORT,SHORT,SHORT,True,55.92,74.64,True,64816.6,64764.4
1016,SHORT,SHORT,SHORT,True,51.99,73.45,True,64854.4,64754.2
1017,SHORT,SHORT,SHORT,True,55.92,73.45,True,64746.6,64744.9
1018,SHORT,SHORT,LONG,False,53.15,74.64,True,64804.3,64837.1
1019,SHORT,SHORT,LONG,False,53.16,74.64,True,64797.1,64827.8
1020,SHORT,SHORT,LONG,False,59.28,74.64,True,64712.7,64860.0
1021,SHORT,SHORT,LONG,False,58.29,74.64,True,64765.1,64789.9
1022,SHORT,SHORT,LONG,False,61.17,74.64,True,64721.4,64813.5
1023,SHORT,SHORT,LONG,False,59.89,74.64,True,64725.4,64820.6
1024,SHORT,SHORT,LONG,False,59.32,74.64,True,64743.7,64785.4
1025,SHORT,SHORT,SHORT,True,60.52,74.64,True,64731.4,64654.4
1026,SHORT,SHORT,SHORT,True,59.1,74.64,True,64745.7,64692.1
1027,SHORT,SHORT,SHORT,True,58.1,74.64,True,64764.4,64754.5
1028,SHORT,SHORT,SHORT,True,59.73,74.64,True,64754.2,64713.4
1029,SHORT,SHORT,SHORT,True,57.63,74.64,True,64744.9,64713.2
1030,SHORT,SHORT,SHORT,True,47.97,73.45,True,64837.1,64730.7
1031,SHORT,SHORT,SHORT,True,44.28,71.07,True,64827.8,64790.4
1032,LONG,LONG,SHORT,False,53.05,74.64,True,64860.0,64844.9
1033,LONG,LONG,LONG,True,45.07,71.07,True,64789.9,64793.6
1034,LONG,LONG,SHORT,False,53.07,74.64,True,64813.5,64791.0
1035,LONG,LONG,LONG,True,56.35,74.64,True,64820.6,64857.7
1036,SHORT,SHORT,LONG,False,60.4,71.07,True,64785.4,64852.0
1037,SHORT,SHORT,LONG,False,51.65,71.07,True,64654.4,64842.5
1038,SHORT,SHORT,LONG,False,52.6,73.45,True,64692.1,64875.3
1039,SHORT,SHORT,LONG,False,71.12,77.62,True,64754.5,64856.2
1040,SHORT,SHORT,LONG,False,46.32,71.07,True,64713.4,64786.9
1041,SHORT,SHORT,LONG,False,53.13,74.64,True,64713.2,64772.6
1042,SHORT,SHORT,LONG,False,75.35,78.21,True,64730.7,64830.9
1043,SHORT,SHORT,LONG,False,63.2,73.45,True,64790.4,64871.5
1044,SHORT,SHORT,LONG,False,34.0,69.28,True,64844.9,64878.4
1045,SHORT,SHORT,SHORT,True,38.24,71.07,True,64793.6,64789.4
1046,SHORT,SHORT,SHORT,True,38.57,71.07,True,64791.0,64731.5
1047,LONG,LONG,SHORT,False,36.76,71.07,True,64857.7,64684.3
1048,SHORT,SHORT,SHORT,True,35.22,71.07,True,64852.0,64700.3
1049,SHORT,SHORT,SHORT,True,38.62,71.07,True,64842.5,64820.7
1050,LONG,LONG,LONG,True,35.36,71.07,True,64875.3,64919.0
1051,LONG,LONG,LONG,True,59.09,74.64,True,64856.2,65014.8
1052,LONG,LONG,LONG,True,52.01,74.64,True,64786.9,65027.8
1053,LONG,LONG,LONG,True,45.49,71.07,True,64772.6,65104.7
1054,SHORT,SHORT,LONG,False,41.84,71.07,True,64830.9,65105.4
1055,SHORT,SHORT,LONG,False,35.88,71.07,True,64871.5,65141.4
1056,LONG,LONG,LONG,True,34.78,71.07,True,64878.4,65093.7
1057,SHORT,SHORT,LONG,False,49.01,74.64,True,64789.4,65091.1
1058,LONG,LONG,LONG,True,38.45,71.07,True,64731.5,65099.3
1059,SHORT,SHORT,LONG,False,61.9,74.64,True,64684.3,65110.4
1060,SHORT,SHORT,LONG,False,58.91,74.64,True,64700.3,65105.0
1061,SHORT,SHORT,LONG,False,66.38,74.64,True,64820.7,65117.7
1062,SHORT,SHORT,LONG,False,56.86,73.45,True,64919.0,65125.3
1063,LONG,LONG,LONG,True,36.92,71.07,True,65014.8,65054.0
1064,LONG,LONG,SHORT,False,37.13,71.07,True,65027.8,65021.8
1065,LONG,LONG,SHORT,False,53.7,73.53,True,65104.7,65000.0
1066,LONG,LONG,SHORT,False,55.21,73.53,True,65105.4,65047.6
1067,LONG,LONG,SHORT,False,57.33,73.53,True,65141.4,65087.9
1068,LONG,LONG,SHORT,False,55.28,73.53,True,65093.7,65068.6
1069,LONG,LONG,SHORT,False,56.5,73.53,True,65091.1,65048.8
1070,LONG,LONG,SHORT,False,54.21,73.53,True,65099.3,65069.9
1071,LONG,LONG,LONG,True,55.12,73.53,True,65110.4,65128.4
1072,LONG,LONG,LONG,True,54.96,73.53,True,65105.0,65106.1
1073,LONG,LONG,LONG,True,55.87,73.53,True,65117.7,65137.4
